         4931400 function calls (4927001 primitive calls) in 23.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:897(StreamHandler)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1522(ZipManifests)
        3    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 platform.py:360(_popen)
        1    0.000    0.000    0.000    0.000 __init__.py:394(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:1506(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method acquire_lock}
        1    0.000    0.000    0.000    0.000 utils.py:1400(WarningManager)
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 extras.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 plistlib.py:330(Data)
        1    0.000    0.000    0.000    0.000 parse.py:163(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 vbo.py:142(VBO)
        1    0.000    0.000    0.000    0.000 parse.py:273(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 {built-in method log}
        4    0.000    0.000    0.000    0.000 arrayhelpers.py:65(__init__)
        2    0.000    0.000    0.000    0.000 numeric.py:1617(set_string_function)
        1    0.000    0.000    0.000    0.000 parse.py:115(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 queue.py:229(PriorityQueue)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:1772(has_metadata)
        2    0.000    0.000    0.000    0.000 {built-in method get_pos}
        1    0.000    0.000    0.000    0.000 header.py:167(Header)
        6    0.000    0.000    0.000    0.000 core.py:769(__init__)
        1    0.000    0.000    0.000    0.000 wrapper.py:43(Wrapper)
        1    0.000    0.000    0.000    0.000 sprite.py:948(LayeredDirty)
        1    0.000    0.000    0.000    0.000 threading.py:175(_Condition)
        1    0.000    0.000    0.000    0.000 subprocess.py:368(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 __init__.py:407(OleDLL)
        1    0.000    0.000    0.000    0.000 difflib.py:769(Differ)
        1    0.000    0.000    0.000    0.000 __init__.py:385(WinDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 base64.py:148(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 case.py:122(_AssertRaisesContext)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        9    0.000    0.000    0.000    0.000 baseplatform.py:11(__init__)
        2    0.000    0.000    0.000    0.000 converters.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:105(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 tarfile.py:358(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:189(GLclampdArray)
        1    0.000    0.000    0.000    0.000 base64.py:149(<listcomp>)
        2    0.000    0.000    0.000    0.000 utils.py:103(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:269(WarningMessage)
        1    0.000    0.000    0.000    0.000 vboimplementation.py:7(Implementation)
        1    0.000    0.000    0.000    0.000 suite.py:250(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 tempfile.py:348(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:214(GLcharArray)
       12    0.000    0.000    0.000    0.000 _lookupint.py:6(__init__)
        7    0.000    0.000    0.000    0.000 _abcoll.py:118(__subclasshook__)
        1    0.000    0.000    0.000    0.000 extensions.py:131(_GLQuerier)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 shaders.py:86(ShaderProgram)
        4    0.000    0.000    0.000    0.000 datetime.py:278(_check_time_fields)
        1    0.000    0.000    0.000    0.000 functools.py:119(lru_cache)
        4    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:209(GLbyteArray)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 core.py:805(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 _opaque.py:7(_opaque_pointer)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:466(AddressList)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(pywintypes)
        1    0.000    0.000    0.000    0.000 vbo.py:379(VBOHandler)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:24(__init__)
        1    0.000    0.000    0.000    0.000 GUI.py:444(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(_StderrHandler)
        1    0.000    0.000    0.000    0.000 index_tricks.py:85(nd_grid)
        1    0.000    0.000    0.000    0.000 GUI.py:448(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:573(BufferingFormatter)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 arrayhelpers.py:78(__init__)
        1    0.000    0.000    0.000    0.000 header.py:509(_Accumulator)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1757(FileMetadata)
        1    0.000    0.000    0.000    0.000 core.py:2469(MaskedIterator)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PickleError)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(FeedParser)
        4    0.000    0.000    0.000    0.000 threading.py:45(__init__)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:194(GLclampfArray)
        1    0.000    0.000    0.000    0.000 main.py:29(Unit)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:921(__init__)
        1    0.000    0.000    0.000    0.000 header.py:381(_ValueFormatter)
        2    0.000    0.000    0.000    0.000 {method 'get_width' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:33(_GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:220(GLshortArray)
        1    0.000    0.000    0.000    0.000 case.py:155(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 strings.py:55(UnicodeHandler)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:200(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1514(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1569(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 core.py:2399(_arraymethod)
        1    0.000    0.000    0.000    0.000 extensions.py:197(_GLUQuerier)
        1    0.000    0.000    0.000    0.000 __init__.py:771(createLock)
        9    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 images.py:426(asIntConverter)
        3    0.000    0.000    0.000    0.000 datetime.py:51(_days_before_year)
        1    0.000    0.000    0.000    0.000 __init__.py:950(FileHandler)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1508(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:381(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 baseplatform.py:18(_CheckContext)
       11    0.000    0.000    0.000    0.000 _compat_pickle.py:81(<genexpr>)
        2    0.000    0.000    0.000    0.000 extensions.py:92(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:719(_set_ident)
        1    0.000    0.000    0.000    0.000 parse.py:248(ParseResult)
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:92(_Stop)
        4    0.000    0.000    0.000    0.000 main.py:5(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1483(DefaultProvider)
        1    0.000    0.000    0.000    0.000 platform.py:991(_syscmd_file)
        1    0.000    0.000    0.000    0.000 baseplatform.py:354(_NullFunctionPointer)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 case.py:104(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 threading.py:384(_Event)
        3    0.000    0.000    0.000    0.000 core.py:737(__init__)
        1    0.000    0.000    0.000    0.000 records.py:216(record)
        1    0.000    0.000    0.000    0.000 extensions.py:83(ExtensionQuerier)
        1    0.000    0.000    0.000    0.000 GUI.py:599(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:961(SafeEval)
        7    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 error.py:180(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:510(ndindex)
        1    0.000    0.000    0.000    0.000 parser.py:94(BytesParser)
        1    0.000    0.000    0.000    0.000 core.py:153(<listcomp>)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:225(GLintArray)
        1    0.000    0.000    0.000    0.000 plistlib.py:256(_InternalDict)
        1    0.000    0.000    0.000    0.000 sprite.py:586(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 tarfile.py:638(_BZ2Proxy)
        3    0.000    0.000    0.000    0.000 datetime.py:1810(_create)
        1    0.000    0.000    0.000    0.000 parse.py:267(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:652(Filterer)
        1    0.000    0.000    0.000    0.000 core.py:5940(__init__)
        1    0.000    0.000    0.000    0.000 _types.py:145(_cl_event)
        6    0.000    0.000    0.000    0.000 {built-in method geterrobj}
        1    0.000    0.000    0.000    0.000 threading.py:217(_is_owned)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:221(isdigit)
        1    0.000    0.000    0.000    0.000 __init__.py:1078(Manager)
        2    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 main.py:131(Engine)
        1    0.000    0.000    0.000    0.000 queue.py:248(LifoQueue)
        1    0.000    0.000    0.000    0.000 core.py:2250(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 GUI.py:596(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:623(SystemRandom)
        8    0.000    0.000    0.000    0.000 {built-in method callable}
        1    0.000    0.000    0.000    0.000 plistlib.py:196(PlistWriter)
        1    0.000    0.000    0.000    0.000 {built-in method set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_md5}
        1    0.000    0.000    0.000    0.000 case.py:47(_Outcome)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 nosetester.py:88(NoseTester)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 _lookupint.py:5(LookupInt)
        1    0.000    0.000    0.000    0.000 zipfile.py:32(LargeZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:351(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 datetime.py:924(tzinfo)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:236(GLushortArray)
        1    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 index_tricks.py:439(CClass)
        1    0.000    0.000    0.000    0.000 core.py:751(_DomainTan)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:178(ResolutionError)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 tarfile.py:701(_FileInFile)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:363(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 function_base.py:1405(vectorize)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:264(GLvoidpArray)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 parse.py:262(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:901(ExtractionError)
        1    0.000    0.000    0.000    0.000 utils.py:92(_Deprecate)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 tarfile.py:614(_StreamProxy)
        1    0.000    0.000    0.000    0.000 core.py:883(_MaskedBinaryOperation)
        2    0.000    0.000    0.000    0.000 utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 images.py:462(TypedImageInputConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:357(PercentStyle)
        4    0.000    0.000    0.000    0.000 datetime.py:56(_days_in_month)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:251(GLuint64Array)
        1    0.000    0.000    0.000    0.000 _types.py:143(_cl_context)
        1    0.000    0.000    0.000    0.000 parse.py:243(SplitResult)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 npyio.py:90(BagObj)
        1    0.000    0.000    0.000    0.000 core.py:5928(__init__)
        4    0.000    0.000    0.000    0.000 datetime.py:290(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 _null.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 core.py:5982(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:615(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:262(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 numerictypes.py:772(_typedict)
        4    0.000    0.000    0.000    0.000 core.py:2441(__get__)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:9(MessageError)
        1    0.000    0.000    0.000    0.000 constant.py:6(Constant)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 lazywrapper.py:5(_LazyWrapper)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 latebind.py:10(LateBind)
        3    0.000    0.000    0.000    0.000 core.py:784(__init__)
        1    0.000    0.000    0.000    0.000 converters.py:271(StringLengths)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:287(Dict)
        4    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:241(GLuintArray)
        1    0.000    0.000    0.000    0.000 {built-in method proxy}
        1    0.000    0.000    0.000    0.000 parse.py:235(DefragResult)
        1    0.000    0.000    0.000    0.000 quoprimime.py:151(_body_accumulator)
        1    0.000    0.000    0.000    0.000 calendar.py:500(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1786(PathMetadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1462(EggProvider)
        1    0.000    0.000    0.000    0.000 tarfile.py:321(TarError)
        1    0.000    0.000    0.000    0.000 __init__.py:252(c_void_p)
        1    0.000    0.000    0.000    0.000 sprite.py:1302(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 __init__.py:1034(PlaceHolder)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:34(AsArrayOfType)
        1    0.000    0.000    0.000    0.000 images.py:442(ImageInputConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:265(c_wchar)
        1    0.000    0.000    0.000    0.000 error.py:42(GLError)
        1    0.000    0.000    0.000    0.000 __future__.py:76(_Feature)
        2    0.000    0.000    0.000    0.000 shader_objects.py:181(_afterCheck)
        1    0.000    0.000    0.000    0.000 threading.py:43(_Verbose)
        1    0.000    0.000    0.000    0.000 parse.py:123(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 logs.py:28(_LoggedFunction)
        1    0.000    0.000    0.000    0.000 constant.py:42(NumericConstant)
        1    0.000    0.000    0.000    0.000 case.py:22(SkipTest)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 threading.py:311(_Semaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:210(FuncResult)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 core.py:155(<listcomp>)
        1    0.000    0.000    0.000    0.000 shutil.py:39(Error)
        1    0.000    0.000    0.000    0.000 string.py:96(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1368(WarningMessage)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 error.py:171(_ErrorChecker)
        1    0.000    0.000    0.000    0.000 __init__.py:372(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 {method 'find_module' of 'imp.NullImporter' objects}
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1811(EggMetadata)
        1    0.000    0.000    0.000    0.000 threading.py:923(_Timer)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 main.py:14(Village)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:54(AsArrayTyped)
        1    0.000    0.000    0.000    0.000 parse.py:254(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 threading.py:369(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:246(GLint64Array)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:230(GLubyteArray)
        1    0.000    0.000    0.000    0.000 baseplatform.py:10(lazy_property)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 main.py:4(Player)
        1    0.000    0.000    0.000    0.000 plugins.py:58(FormatHandler)
        1    0.000    0.000    0.000    0.000 contextlib.py:119(closing)
        1    0.000    0.000    0.000    0.000 baseplatform.py:411(_DeprecatedFunctionPointer)
        1    0.000    0.000    0.000    0.000 core.py:729(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 latebind.py:47(Curry)
        1    0.000    0.000    0.000    0.000 core.py:782(_DomainGreater)
        1    0.000    0.000    0.000    0.000 converters.py:262(returnPyArgument)
        1    0.000    0.000    0.000    0.000 parser.py:86(HeaderParser)
        1    0.000    0.000    0.000    0.000 vbo.py:417(VBOOffsetHandler)
        1    0.000    0.000    0.000    0.000 {built-in method Clock}
        1    0.000    0.000    0.000    0.000 tarfile.py:2539(TarIter)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.000    0.000    0.000    0.000 converters.py:159(getPyArgsName)
        2    0.000    0.000    0.000    0.000 {built-in method set_string_function}
        1    0.000    0.000    0.000    0.000 converters.py:253(returnCArgument)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:189(UnknownExtra)
        1    0.000    0.000    0.000    0.000 index_tricks.py:340(RClass)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        2    0.000    0.000    0.000    0.000 strings.py:38(asArray)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 converters.py:175(Output)
        1    0.000    0.000    0.000    0.000 index_tricks.py:584(IndexExpression)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:186(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 _opaque.py:5(_Opaque)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 extras.py:1419(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extensions.py:215(_Alternate)
        1    0.000    0.000    0.000    0.000 feedparser.py:487(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:256(GLenumArray)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 vboimplementation.py:4(Implementation)
        1    0.000    0.000    0.000    0.000 tarfile.py:342(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha512}
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2639(errstate)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:260(GLsizeiArray)
        1    0.000    0.000    0.000    0.000 contextlib.py:10(ContextDecorator)
        1    0.000    0.000    0.000    0.000 sprite.py:557(RenderUpdates)
        1    0.000    0.000    0.000    0.000 core.py:767(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 threading.py:952(_MainThread)
        2    0.000    0.000    0.000    0.000 {method 'get_height' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 shutil.py:52(RegistryError)
        2    0.000    0.000    0.000    0.000 index_tricks.py:627(__init__)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1827(register_finder)
        1    0.000    0.000    0.000    0.000 logs.py:62(_ErrorLoggedFunction)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha1}
        1    0.000    0.000    0.000    0.000 main.py:90(Grid)
        1    0.000    0.000    0.000    0.000 sprite.py:531(Group)
        1    0.000    0.000    0.000    0.000 threading.py:992(_DummyThread)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1919(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 core.py:5871(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:2255(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:42(SpecialFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:212(c_longlong)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha224}
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 error.py:39(NullFunctionError)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha256}
        1    0.000    0.000    0.000    0.000 converters.py:51(PyConverter)
        1    0.000    0.000    0.000    0.000 error.py:158(GLUTError)
        1    0.000    0.000    0.000    0.000 error.py:19(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:216(c_ulonglong)
        1    0.000    0.000    0.000    0.000 utils.py:1588(IgnoreException)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 sre_parse.py:213(tell)
        1    0.000    0.000    0.000    0.000 __init__.py:26(GLUnurbs)
        1    0.000    0.000    0.000    0.000 tarfile.py:327(ReadError)
        1    0.000    0.000    0.000    0.000 pickle.py:79(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:72(PicklingError)
        1    0.000    0.000    0.000    0.000 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:348(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 constant.py:60(FloatConstant)
        1    0.000    0.000    0.000    0.000 case.py:41(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 core.py:5926(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5938(_maximum_operation)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:21(NoContext)
        1    0.000    0.000    0.000    0.000 __init__.py:127(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 constant.py:63(StringConstant)
        1    0.000    0.000    0.000    0.000 converters.py:246(SizedOutputOrInput)
        1    0.000    0.000    0.000    0.000 threading.py:595(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 shutil.py:49(ReadError)
        1    0.000    0.000    0.000    0.000 core.py:7187(_convert2ma)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:138(storePointerType)
        1    0.000    0.000    0.000    0.000 converters.py:222(SizedOutput)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1516(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:71(AsArrayTypedSize)
        1    0.000    0.000    0.000    0.000 shutil.py:46(ExecError)
        1    0.000    0.000    0.000    0.000 errors.py:50(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 tarfile.py:345(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 constant.py:53(IntConstant)
        1    0.000    0.000    0.000    0.000 baseplatform.py:351(OpenGL)
        1    0.000    0.000    0.000    0.000 core.py:5770(__array_finalize__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 tarfile.py:339(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 {built-in method get_ident}
        2    0.000    0.000    0.000    0.000 GL_1_1.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 extras.py:1485(mr_class)
        1    0.000    0.000    0.000    0.000 converters.py:136(DefaultCConverter)
        1    0.000    0.000    0.000    0.000 error.py:29(CopyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:199(GLfloatArray)
        1    0.000    0.000    0.000    0.000 converters.py:214(OutputOrInput)
        1    0.000    0.000    0.000    0.000 threading.py:50(_note)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConversionWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:2635(_unspecified)
        1    0.000    0.000    0.000    0.000 {built-in method register}
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 converters.py:128(CallFuncPyConverter)
        1    0.000    0.000    0.000    0.000 vbo.py:353(VBOOffset)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:204(GLdoubleArray)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha384}
